"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","8049"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""] [tag= ""VVN"" & lemma =""stain""][tag=""RB""]? [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"prijom.com","the tears being forced out with each burst of air from my nose - I watched it in the mirror. </s><s> Very Thick, Stringy Dark Green","mucus stained with","red/black blood!? </s><s> For about 4 months now, i have had the symptoms of a common cold, constant coughing, sneezing,"
"neuropathology-web.org","<s> In normal muscle, all muscle fibers show a strong reaction along the sarcolemma. </s><s> In DMD (left), no reaction is seen. </s><s> DMD","muscle stained with","antibodies to other membrane proteins such as spectrin (right) shows a normal reaction. </s><s> In BMD, parts of muscle fibers"
"gutenberg.org","of fresh anticoagulated blood, or its buffy coat, for motile parasites; or by preparation of thin and thick blood","smears stained with","Giemsa, for direct visualization of parasites. </s><s> Microscopically, T. cruzi can be confused with Trypanosoma rangeli,"
"stoics.com","walls that block his way, and reaches his booty over ruins; one ravages without murdering, another bears his spoils in a","hand stained with","blood; everyone carries off something that belongs to another. </s><s> O! you have too easily forgotten the common lot, if, in"
"justia.com","in connection wirh the accompanying drawings; wherein: </s><s> FIG. 1 shows photomicrographs of cryostat sections of rabbit","aortae stained with","Oil Red O to specifically demonstrate lipids. x300; </s><s> A. Control rabbits: Numerous, small lipid droplets (arrows) are"
"sbs.com.au",", following pro-Palestinian protests. </s><s> The protests included images of Argentina''s white and sky-blue striped","jersey stained with","red paint to resemble blood and threats to burn posters of Argentina star Lionel Messi. </s><s> Claudio Tapia, president of the"
"newsmine.org","he was shot,'''' she said at the hospital, sitting in a chair with a bandaged leg, surrounded by some of her children. </s><s> Their","clothes stained with","bloody handprints. </s><s> Outside the school Tuesday afternoon, people chanted for U.S. forces to leave Iraq. </s><s> ''''Go, go USA!"
"tomralstonconcrete.com","concrete countertops. </s><s> The exotic tile was flanked with a 2"" thick poured in place special TRC mix design that was later","acid stained with","3-different colors. </s><s> Above the countertop and kitchen area is a stream that is surrounded by lush plantings. </s><s> The"
"enzolifesciences.com",", becoming maximal during S-phase and declining during G2 and M phases. </s><s> Formalin-fixed, paraffin-embedded human","tonsil stained with","anti-PCNA antibody. </s><s> Western blot testing of A) human HeLa and B) mouse NIH3T3 cell lysates with anti-PCNA antibody. </s>"
"upenn.edu","the type of project. </s><s> Requirements: Project dependent (inquire with Facility Manager). </s><s> Typically, an intact 1D or 2D","gel stained with","Coomassie® Blue R-250 or colloidal Coomassie® that was prepared following our ""Sequence-quality SDS-gel"
"catholictreasury.info","the deeper truth of an art whose insistent presence is on all sides of us. </s><s> Here is Casa Tolomei, a huge cube of rough-hewn","stone stained to","the color of tarnished silver with age, once the home of that Madonna Pia whose story lives forever in the verse of Dante. </s>"
"theshiftofconsciousness.info",", had a gold tooth in his lower jaw, a scar on his big toe, who worked in both science and industry, and sometimes got his lab","coat stained by","a greenish chemical. </s><s> On January 23, 1969, the man who sat down in the chair, which was in an auditorium in Denver,"
"rootoon.com","in a rainstorm, their eyes blinking and squinting in the unaccustomed light, their fur filthy and matted, their brown","coveralls stained in","oil and blood. </s><s> Some among them were wounded, and had to be helped by their fellows to stand. </s><s> They watched in silence as"
"eg.net","high infiltration of mononuclear cells. </s><s> Increased amount of collagenous fibers in the portal tract were seen in the","sections stained by","Masson trichrome. </s><s> PAS-stained section showed strong reaction in the cytoplasm of most hepatocytes and in the"
"researchtrends.net","and the related hemocytes inactive. </s><s> This is supported by the existence of small particles around teratocytes and host","tissues stained with","anti-Mp19 antibody from 7 to 8 d after parasitization. </s><s> View Full Article </s><s> Carla''s family moved to Jefferson Park from"
"jscholaronline.org","that the contribution of CGN autofluorescence was always lower than 10% of the fluorescence intensity readings of","cells stained with","the primary and secondary antibodies used in this work. </s><s> The average intensity of fluorescence per pixel within CGN"
"lastbandit.com","Long Line'' </s><s> ...people massing in the streets, trampled heads beneath their feet children playing with the dead, silver","spoon stained with","red watching through a widow''s veil as Caesar desacrates the holy grail... </s><s> ''Dawn Is Breaking'' </s><s> Interview </s><s> I was"
"patentsencyclopedia.com","and rosiglitazone for two days followed by maintenance medium for 12 days. </s><s> [0068] FIG. 11C is a light micrograph of","preadipocytes stained with","Oil Red O cultured in the presence of insulin, triiodothyronine, dexamethasone, isobutyl-methylxanthine and"
"quotegarden.com","And soaring fancy–not or the gold Of human sympathy outpoured, Like treasures from some secret hoard, Upon its ample","pages stained with","mould... ~T.J. Chapman, ""To A Bookworm,"" c.1887 I''m a professional bookworm and a hopeless romantic. ~Kendra Leigh"
"weber.edu",". </s><s> It was shady and cool under the awning when they got there. </s><s> Mr. Burns was a pot bellied man who lived his days behind a huge","apron stained with","fish gore and seemingly always wet. </s><s> He was laying out a row of blues on the ice in front of the counter behind which he took"
"jphip.com","smoke and the black ink melt on the floor, leaving the acidic residue and horrid scent. </s><s> I covered my mouth, looking at my","sword stained in","the black blood, and it didn''t burn. </s><s> It cleanly slid off and dripped off the silver metal, burning a hole in the floor near"
"aljazeera.net","the calls for restorative justice and accountability, and the fate of Assad and members of his regime who have their","hands stained with","blood. </s><s> Flagrant international interference with the Opposition and Regime''s key decisions remains a usual business"
"beerintheevening.com","been given a new lease of life which is much needed in this area. </s><s> It no longer smells like something has died in it and is not","nicotine stained with","bare wires and light fittings threatening to drop on your head or graffeti The staff are friendly and yes they do sell"
"knoesis.org","sleeping sickness"" due to the lethargy it induces in the infected individual. </s><s> Trypanosoma brucei sp. in thin blood","smears stained with","Giemsa. </s><s> Photo courtsey by CDC. </s><s> Meher Baba </s><s> The heart of a Perfect One is at once as soft as butter and as hard as steel. </s>"
"marxists.org",": ""Honor to you, Princes and Prelates, for our slavery and chains, honor to you, Dukes, Princes, you dog''s cunts, for our","land stained with","brothers'' blood."" </s><s> Back then, the fatherland to them was just personal profit, and the people were just the foot stool"
"cineuropa.org","the section on Employment Court fee proposals </s><s> Twelve family members travel to a wedding cross country Argentina, a","land stained in","an intense economical and social crisis. </s><s> The different generations that compose the family will be forced to coexist"
"journaltocs.ac.uk","CYN release from all formulations was examined and analysed by HPLC. </s><s> Histopathological evaluation of mouse skin","sections stained with","H&E after carrageenan and oxazolone administration was also carried out. </s><s> In addition, the influence of CYN on cell"
"unh.edu","is the system you are using. </s><s> If you have samples stained with more than one fluorochrome per test tube, bring in plenty of","sample stained with","each fluorochrome individually. </s><s> This is for compensation purposes. </s><s> For an explanation of this procedure, see Mario"
"adult-fanfiction.org",", even when he dropped the nameless girl to the ground, his blazingly white fangs glittering in the darkness, his","mouth stained with","blood. </s><s> She felt a surge of affection for him, her hunting partner. </s><s> Slowly, she traced her thumb across his lips, wiping"
"microscopyu.com","and the blue fluorescence intensity observed in the nuclei. </s><s> Fluorescence emission from a thin section of mouse","kidney stained with","multiple (3) fluorophores is presented in Figure 2(e). </s><s> Nuclei in the tissue section were targeted with the nucleic"
"bigclosetr.us","dropping all its tiles, too. </s><s> Krum and Fleur would just have to do the puzzle themselves. </s><s> A cluster of crude stone","dwellings stained with","algae loomed suddenly out of the gloom on all sides. </s><s> Here and there at the dark windows, Adira saw faces. </s><s> Strange faces. </s>"
"innovationsincrm.com","unipolar RF ablation devices including an early nContact prototype device. </s><s> Animals were acutely sacrificed and","tissue stained with","TTC immediately after the lesions were created. </s><s> No additional histologic evaluation was performed. </s><s> Because of the"
"adult-fanfiction.org","they didn''t cause too much damage. </s><s> Mrs. Thompson already offered to pay for the dry cleaning on the white couches her","daughter stained with","chocolate and pizza, there was no way to excuse the girl as Star had covered the couch with plastic as to avoid such a"
"iospress.com","the brain. </s><s> Frozen section stained with Maurer technique used for the detection of senile plaques in AD. </s><s> B) Paraffin","section stained with","Haematoxylin and eosin, in the same case as in A, showing senile plaques in the frontal cortex. </s><s> C-E) Frozen (C and E) and"
